,customer_id,name,email,membership_age,revenue,preferred_film_language,preferred_film_category,city_id,city,preferred_film_year
71,72,THERESA_WATSON,THERESA.WATSON@sakilacustomer.org,0 days 06:52:44.000000000,99.69999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",517,Taguig,00s
72,73,BEVERLY_BROOKS,BEVERLY.BROOKS@sakilacustomer.org,0 days 06:52:44.000000000,97.75999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",114,Chiayi,00s
73,74,DENISE_KELLY,DENISE.KELLY@sakilacustomer.org,0 days 06:52:44.000000000,103.72999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",431,Rio Claro,00s
74,75,TAMMY_SANDERS,TAMMY.SANDERS@sakilacustomer.org,0 days 06:52:44.000000000,155.59,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",108,Changhwa,00s
75,76,IRENE_PRICE,IRENE.PRICE@sakilacustomer.org,0 days 06:52:44.000000000,77.77000000000001,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",402,Pavlodar,00s
76,77,JANE_BENNETT,JANE.BENNETT@sakilacustomer.org,0 days 06:52:44.000000000,100.72,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",30,Araatuba,00s
77,78,LORI_WOOD,LORI.WOOD@sakilacustomer.org,0 days 06:52:44.000000000,141.68999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",425,Rae Bareli,00s
78,79,RACHEL_BARNES,RACHEL.BARNES@sakilacustomer.org,0 days 06:52:44.000000000,84.77999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",256,Kamakura,00s
79,80,MARILYN_ROSS,MARILYN.ROSS@sakilacustomer.org,0 days 06:52:44.000000000,137.69999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",217,Ife,00s
80,81,ANDREA_HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,0 days 06:52:44.000000000,93.77999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",319,Mahajanga,00s
81,82,KATHRYN_COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,0 days 06:52:44.000000000,130.73999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",479,Simferopol,00s
82,83,LOUISE_JENKINS,LOUISE.JENKINS@sakilacustomer.org,0 days 06:52:44.000000000,101.74999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",497,Springs,00s
83,84,SARA_PERRY,SARA.PERRY@sakilacustomer.org,0 days 06:52:44.000000000,141.66999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",40,Atlixco,00s
84,85,ANNE_POWELL,ANNE.POWELL@sakilacustomer.org,0 days 06:52:44.000000000,87.76999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",88,Bradford,00s
85,86,JACQUELINE_LONG,JACQUELINE.LONG@sakilacustomer.org,0 days 06:52:44.000000000,148.67,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",489,Songkhla,00s
86,87,WANDA_PATTERSON,WANDA.PATTERSON@sakilacustomer.org,0 days 06:52:44.000000000,145.7,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",480,Sincelejo,00s
87,88,BONNIE_HUGHES,BONNIE.HUGHES@sakilacustomer.org,0 days 06:52:44.000000000,87.78999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",113,Cheju,00s
88,89,JULIA_FLORES,JULIA.FLORES@sakilacustomer.org,0 days 06:52:44.000000000,134.67999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",289,La Plata,00s
89,90,RUBY_WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,0 days 06:52:44.000000000,110.71999999999994,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",332,Meixian,00s
90,91,LOIS_BUTLER,LOIS.BUTLER@sakilacustomer.org,0 days 06:52:44.000000000,113.64999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",53,Bandar Seri Begawan,00s
91,92,TINA_SIMMONS,TINA.SIMMONS@sakilacustomer.org,0 days 06:52:44.000000000,133.71999999999994,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",183,Goinia,00s
92,93,PHYLLIS_FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,0 days 06:52:44.000000000,91.76999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",592,Zalantun,00s
93,94,NORMA_GONZALES,NORMA.GONZALES@sakilacustomer.org,0 days 06:52:44.000000000,79.78999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",82,Bislig,00s
94,95,PAULA_BRYANT,PAULA.BRYANT@sakilacustomer.org,0 days 06:52:44.000000000,77.82000000000001,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",399,Pathankot,00s
95,96,DIANA_ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,0 days 06:52:44.000000000,105.72999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",41,Augusta-Richmond County,00s
96,97,ANNIE_RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,0 days 06:52:44.000000000,58.82000000000002,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",534,Tete,00s
97,98,LILLIAN_GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,0 days 06:52:44.000000000,106.74999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",12,al-Ayn,00s
98,99,EMILY_DIAZ,EMILY.DIAZ@sakilacustomer.org,0 days 06:52:44.000000000,91.75999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",268,Kimchon,00s
99,100,ROBIN_HAYES,ROBIN.HAYES@sakilacustomer.org,0 days 06:52:44.000000000,102.75999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",238,Jelets,00s
100,101,PEGGY_MYERS,PEGGY.MYERS@sakilacustomer.org,0 days 06:52:44.000000000,96.75999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",2,Abha,00s
101,102,CRYSTAL_FORD,CRYSTAL.FORD@sakilacustomer.org,0 days 06:52:44.000000000,137.66999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",34,Ashdod,00s
102,103,GLADYS_HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,0 days 06:52:44.000000000,146.68999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",220,Ilorin,00s
103,104,RITA_GRAHAM,RITA.GRAHAM@sakilacustomer.org,0 days 06:52:44.000000000,92.75999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",543,Toulon,00s
104,105,DAWN_SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,0 days 06:52:44.000000000,120.73999999999995,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",173,Funafuti,00s
105,106,CONNIE_WALLACE,CONNIE.WALLACE@sakilacustomer.org,0 days 06:52:44.000000000,100.76999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",225,Ivanovo,00s
106,107,FLORENCE_WOODS,FLORENCE.WOODS@sakilacustomer.org,0 days 06:52:44.000000000,126.69999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",334,Merlo,00s
107,108,TRACY_COLE,TRACY.COLE@sakilacustomer.org,0 days 06:52:44.000000000,132.69999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",213,Huixquilucan,00s
108,109,EDNA_WEST,EDNA.WEST@sakilacustomer.org,0 days 06:52:44.000000000,107.73999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",273,Klerksdorp,00s
109,110,TIFFANY_JORDAN,TIFFANY.JORDAN@sakilacustomer.org,0 days 06:52:44.000000000,59.86000000000002,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",159,Enshi,00s
110,111,CARMEN_OWENS,CARMEN.OWENS@sakilacustomer.org,0 days 06:52:44.000000000,97.73999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",102,Caracas,00s
111,112,ROSA_REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,0 days 06:52:44.000000000,133.69999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",292,Lancaster,00s
112,113,CINDY_FISHER,CINDY.FISHER@sakilacustomer.org,0 days 06:52:44.000000000,113.70999999999997,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",132,Cuman,00s
113,114,GRACE_ELLIS,GRACE.ELLIS@sakilacustomer.org,0 days 06:52:44.000000000,139.67,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",148,Duisburg,00s
114,115,WENDY_HARRISON,WENDY.HARRISON@sakilacustomer.org,0 days 06:52:44.000000000,91.69999999999996,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",365,Nezahualcyotl,00s
115,116,VICTORIA_GIBSON,VICTORIA.GIBSON@sakilacustomer.org,0 days 06:52:44.000000000,111.72999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",403,Pemalang,00s
116,117,EDITH_MCDONALD,EDITH.MCDONALD@sakilacustomer.org,0 days 06:52:44.000000000,71.81,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",176,Gandhinagar,00s
117,118,KIM_CRUZ,KIM.CRUZ@sakilacustomer.org,0 days 06:52:44.000000000,82.78999999999999,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",185,Grand Prairie,00s
118,119,SHERRY_MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,0 days 06:52:44.000000000,153.66,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",476,Shubra al-Khayma,00s
119,120,SYLVIA_ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,0 days 06:52:44.000000000,143.67999999999998,"English,Italian,Japanese,Mandarin,French","Sports,Sci-Fi,Animation,Drama,Comedy",147,Dos Quebradas,00s
